time_from_start,robot1_move_x,robot1_move_y,robot1_move_z,robot1_turn_z,robot2_move_x,robot2_move_y,robot2_move_z,robot2_turn_z,robot3_move_x,robot3_move_y,robot3_move_z,robot3_turn_z
8.991451,22.903446,0.000000,0.000000,3.141593,-5.010899,-0.933478,0.000000,2.682334,3,-9,0,-1.57
9.186896,21.301414,0.000000,0.000000,3.141593,-5.804157,-0.587609,0.000000,2.778535,3,-9,0,-1.57
9.382340,19.707236,0.000000,0.000000,3.141593,-6.601367,-0.326689,0.000000,2.871783,3,-9,0,-1.57
9.577785,18.120310,0.000000,0.000000,3.141593,-7.385180,-0.147152,0.000000,2.961170,3,-9,0,-1.57
9.773230,16.540871,0.000000,0.000000,3.141593,-8.137298,-0.041467,0.000000,3.045589,3,-9,0,-1.57
9.968674,14.969154,0.000000,0.000000,3.141593,-8.841270,-0.002544,0.000000,3.123953,3,-9,0,-1.57
10.164119,13.405392,0.000000,0.000000,3.141593,-9.552361,0.000000,0.000000,3.141593,3,-9,0,-1.57
10.359563,11.849820,0.000000,0.000000,3.141593,-10.396090,0.000000,0.000000,3.141593,3,-9,0,-1.57
10.555008,10.302672,0.000000,0.000000,3.141593,-11.364018,0.000000,0.000000,3.141593,3,-9,0,-1.57
10.750453,8.762781,0.000000,0.000000,3.141593,-12.458316,0.000000,0.000000,3.141593,3,-9,0,-1.57
10.945897,7.209367,0.000000,0.000000,3.141593,-13.656875,0.000000,0.000000,3.141593,3,-9,0,-1.57
11.141342,5.636217,0.000000,0.000000,3.141593,-14.960365,0.000000,0.000000,3.141593,3,-9,0,-1.57
11.336786,4.054396,0.000000,0.000000,3.141593,-16.348280,0.000000,0.000000,3.141593,3,-9,0,-1.57
11.532231,2.474969,0.000000,0.000000,3.141593,-17.819584,0.000000,0.000000,3.141593,3,-9,0,-1.57
11.727676,0.908999,0.000000,0.000000,3.141593,-19.355580,0.000000,0.000000,3.141593,3,-9,0,-1.57
11.923120,-0.632448,0.000000,0.000000,3.141593,-20.953321,0.000000,0.000000,3.141593,3,-9,0,-1.57
12.118565,-2.138308,0.000000,0.000000,3.141593,-22.596123,0.000000,0.000000,3.141593,3,-9,0,-1.57
12.314009,-3.597516,0.000000,0.000000,3.141593,-24.278925,0.000000,0.000000,3.141593,3,-9,0,-1.57
12.509454,-4.999008,0.000000,0.000000,3.141593,-25.987257,0.000000,0.000000,3.141593,3,-9,0,-1.57
12.704899,-6.331720,0.000000,0.000000,3.141593,-27.713742,0.000000,0.000000,3.141593,3,-9,0,-1.57
12.900343,-7.584587,0.000000,0.000000,3.141593,-29.446330,0.000000,0.000000,3.141593,3,-9,0,-1.57
13.095788,-8.746543,0.000000,0.000000,3.141593,-31.175120,0.000000,0.000000,3.141593,3,-9,0,-1.57
13.291232,-9.872245,0.000000,0.000000,3.141593,-32.890689,0.000000,0.000000,3.141593,3,-9,0,-1.57
13.486677,-11.088572,0.000000,0.000000,3.141593,-34.580407,0.000000,0.000000,3.141593,3,-9,0,-1.57
13.682122,-12.393547,0.000000,0.000000,3.141593,-36.237681,0.000000,0.000000,3.141593,3,-9,0,-1.57
13.877566,-13.779631,0.000000,0.000000,3.141593,-37.846950,0.000000,0.000000,3.141593,3,-9,0,-1.57
14.073011,-15.239377,0.000000,0.000000,3.141593,-39.404655,0.000000,0.000000,3.141593,3,-9,0,-1.57
14.268455,-16.760754,0.000000,0.000000,3.141593,-40.892098,0.000000,0.000000,3.141593,3,-9,0,-1.57
14.463900,-18.339720,0.000000,0.000000,3.141593,-42.308958,0.000000,0.000000,3.141593,3,-9,0,-1.57
14.659344,-19.961927,0.000000,0.000000,3.141593,-43.633198,0.000000,0.000000,3.141593,3,-9,0,-1.57
14.854789,-21.624562,0.000000,0.000000,3.141593,-44.867939,0.000000,0.000000,3.141593,3,-9,0,-1.57
15.050234,-23.313319,0.000000,0.000000,3.141593,-45.987598,0.000000,0.000000,3.141593,3,-9,0,-1.57
15.245678,-25.023890,0.000000,0.000000,3.141593,-46.998943,0.000000,0.000000,3.141593,3,-9,0,-1.57
15.441123,-26.744483,0.000000,0.000000,3.141593,-47.872645,0.000000,0.000000,3.141593,3,-9,0,-1.57
15.636567,-28.467689,0.000000,0.000000,3.141593,-48.619321,0.000000,0.000000,3.141593,3,-9,0,-1.57
15.832012,-30.184568,0.000000,0.000000,3.141593,-49.205687,0.000000,0.000000,3.141593,3,-9,0,-1.57
16.027457,-31.885945,0.000000,0.000000,3.141593,-49.646418,0.000000,0.000000,3.141593,3,-9,0,-1.57
16.222901,-33.563560,0.000000,0.000000,3.141593,-49.904072,0.000000,0.000000,3.141593,3,-9,0,-1.57
16.418346,-35.208644,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
16.613790,-36.811445,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
16.809235,-38.365772,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
17.004680,-39.858208,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
17.200124,-41.287315,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
17.395569,-42.633836,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
17.591013,-43.902870,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
17.786458,-45.068315,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
17.981903,-46.139601,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
18.177347,-47.091631,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
18.372792,-47.929618,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
18.568236,-48.633769,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
18.763681,-49.202908,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
18.959126,-49.624716,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
19.154570,-49.889455,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
19.350015,-49.994458,0.000000,0.000000,3.141593,-49.987700,0.000000,0.000000,3.141593,3,-9,0,-1.57
